ProductName,ProductPrice,Discount,NumberofReviews,Rate,Review,Summary
 Rockerz 375 ,"
Sale price₹ 999",75% off,11 reviews,"★
  4.9
    ",boAt Rockerz 375,"Nice product. Battery life is also very good. boAt Rockerz 375 is very good for calling purpose and listening music. Sound clarity and bass is very nice. Didn't use the ""beast mode"" as I am not using this for gaming purpose."
 Rockerz 518 ,"
Sale price₹ 1,599",60% off,44 reviews,"★
  4.9
    ",,"boAt Rockerz 518 | Wireless Headphone with Dynamic 50mm Driver, Up To 20 Hours Of Playtime, Easy Control and Lightweight"
 Rockerz 518 ,"
Sale price₹ 1,599",60% off,44 reviews,"★
  4.9
    ",Product,Very good nice quality 👍👍👍👍
 Rockerz 518 ,"
Sale price₹ 1,599",60% off,44 reviews,"★
  4.9
    ",,boAt Rockerz 518
 Rockerz 518 ,"
Sale price₹ 1,599",60% off,44 reviews,"★
  4.9
    ",,boAt Rockerz 518
 Rockerz 518 ,"
Sale price₹ 1,599",60% off,44 reviews,"★
  4.9
    ",Nice superb quality pro,Nice superb quality product
 Rockerz 518 ,"
Sale price₹ 1,599",60% off,44 reviews,"★
  4.9
    ",Best,Nice
 Nirvanaa 751 ANC ,"
Sale price₹ 3,999",50% off,27 reviews,"★
  4.7
    ",,"boAt Nirvanaa 751 ANC | Wireless Headphone with 40 mm drivers, 65 Hours (54 Hours with ANC), Type C, Dual Compatibility"
 Nirvanaa 751 ANC ,"
Sale price₹ 3,999",50% off,27 reviews,"★
  4.7
    ",,Value for money product. Good look good sound.
 Nirvanaa 751 ANC ,"
Sale price₹ 3,999",50% off,27 reviews,"★
  4.7
    ",As expected good,"Looks 5/5
Comfort 4.5/5
Anc 4/5
Sound 4/5
Overall 4.5/5"
 Nirvanaa 751 ANC ,"
Sale price₹ 3,999",50% off,27 reviews,"★
  4.7
    ",NIRVANAA 751,"Nice headphones 
Great price 
Worth the price"
 Nirvanaa 751 ANC ,"
Sale price₹ 3,999",50% off,27 reviews,"★
  4.7
    ",,Great product with long life battery. Easy to use and great sound quality.
 Nirvanaa 751 ANC ,"
Sale price₹ 3,999",50% off,27 reviews,"★
  4.7
    ",Great Sound,Great product with long life battery. Easy to use and great sound quality and especially very durable.
