ProductName,ProductPrice,Discount,NumberofReviews,Rate,Review,Summary
 Rockerz 450R,"
Sale price₹ 1,499",62% off,10 reviews,"★
  5.0
    ",,boAt Rockerz 450R
 Rockerz 450R,"
Sale price₹ 1,499",62% off,10 reviews,"★
  5.0
    ",,boAt Rockerz 450R
 Rockerz 450R,"
Sale price₹ 1,499",62% off,10 reviews,"★
  5.0
    ",,boAt Rockerz 450R
 Rockerz 450R,"
Sale price₹ 1,499",62% off,10 reviews,"★
  5.0
    ",Headphone,Nice sound
 Rockerz 450R,"
Sale price₹ 1,499",62% off,10 reviews,"★
  5.0
    ",It was amazing,Its was good and sounds are perfect  I like it so much can't believe we can get a amazing headphone in 1299
 Rockerz 450R,"
Sale price₹ 1,499",62% off,10 reviews,"★
  5.0
    ",,very satisfied 😍
 Rockerz 425 ,"
Sale price₹ 1,499",50% off,22 reviews,"★
  4.9
    ",,"boAt Rockerz 425 | Wireless Bluetooth Headphones with 40mm drivers, 25 hours Total Playback Time, Bluetooth v5.2, Type C"
 Rockerz 425 ,"
Sale price₹ 1,499",50% off,22 reviews,"★
  4.9
    ",,"boAt Rockerz 425 | Wireless Bluetooth Headphones with 40mm drivers, 25 hours Total Playback Time, Bluetooth v5.2, Type C"
 Rockerz 425 ,"
Sale price₹ 1,499",50% off,22 reviews,"★
  4.9
    ",,boAt Rockerz 425
 Rockerz 425 ,"
Sale price₹ 1,499",50% off,22 reviews,"★
  4.9
    ",Sanghapal,"Excellent  product,good sound"
 Rockerz 425 ,"
Sale price₹ 1,499",50% off,22 reviews,"★
  4.9
    ",,Good product...
 Rockerz 425 ,"
Sale price₹ 1,499",50% off,22 reviews,"★
  4.9
    ",Amazing quality,"I just received my order and the bass , sound quality and design everything is perfect. Best buy"
 Rockerz 450 Batman DC Edition ,"
Sale price₹ 1,299",67% off,8 reviews,"★
  4.9
    ",Amazing,Good product.
 Rockerz 450 Batman DC Edition ,"
Sale price₹ 1,299",67% off,8 reviews,"★
  4.9
    ",Amazing,Best sound and battery backup
 Rockerz 450 Batman DC Edition ,"
Sale price₹ 1,299",67% off,8 reviews,"★
  4.9
    ",Adorable sound,Adorable sound system and beautiful design I love it
 Rockerz 450 Batman DC Edition ,"
Sale price₹ 1,299",67% off,8 reviews,"★
  4.9
    ",,Product and Quality of product is good
 Rockerz 450 Batman DC Edition ,"
Sale price₹ 1,299",67% off,8 reviews,"★
  4.9
    ",Awesome,Amazing very good product. I Love it.🙂
 Rockerz 450 Batman DC Edition ,"
Sale price₹ 1,299",67% off,8 reviews,"★
  4.9
    ",,Too Good With Bass Nd Volume
Rockerz 255 ARC ,"
Sale price₹ 1,299",48% off,1 review,"★
  4.0
    ",Pretty good,"It's a good product overall, could use better quality button and overall product quality could have been better"
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Worth the Money!,Definitely worth the money! In a similar price it’s way better than Skull Candy
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",,Trebel Rockerz 255 Pro+
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Awesome product,I am using this since 10 months and fully satisfied with rockerz 255 pro+ awesome battery backup
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Awesome,Sound quality good best Material
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Best service,Best service  and best product very staisfied
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Worthy deal except the ipl tickets :|,"Haven't heard my friends saying,"" tu earphones hata ke baat kar bc"". XD I am completely satisfied with going handsfree while I talk and work/cook/ walk etc etc.
Not to forget, the audio quality is good enough for me get me into a high end club while being in PJs ( does a hair flip :p) 
Also, they are great enough to block the creep and their comments while I go for my early morning runs ( social cause - ✅)
Also, a good hack to avoid small talks with cab wale bhaiyya :p ( cons- people presume you to be rude and cocky, but that's the truth, right ) 
Alsoooo, audio partners can sponsor ipl matches ke tickets, right ?"
